txnno,txndate,custno,amount,category,product,city,state,spendby
00048227,02-28-2011,4004355,087.45,Racquet Sports,Racquetball,Boston,Massachusetts,credit
00048228,08-26-2011,4001169,111.38,Outdoor Recreation,Rock Climbing,Fremont,California,credit
00048229,10-13-2011,4002982,076.41,Games,Board Games,Des Moines,Iowa,credit
00048230,10-09-2011,4004004,076.58,Outdoor Play Equipment,Lawn Water Slides,Madison,Wisconsin,credit
00048231,05-20-2011,4008525,168.38,Outdoor Recreation,Disc Golf,Charleston,South Carolina,credit
00048232,01-08-2011,4002522,131.19,Dancing,Ballet Bars,Denver  ,Colorado,credit
00048233,03-21-2011,4003091,100.49,Combat Sports,Fencing,Lincoln,Nebraska,credit
00048234,02-24-2011,4004077,130.85,Games,Dice & Dice Sets,McKinney,Texas,credit
00048235,08-08-2011,4007824,110.03,Indoor Games,Billiards,Jacksonville ,Florida,credit
00048236,08-09-2011,4006933,123.69,Combat Sports,Fencing,Cleveland,Ohio,credit
00048237,10-09-2011,4005954,148.39,Indoor Games,Foosball,Dallas,Texas,credit
00048238,03-27-2011,4002268,155.95,Water Sports,Wetsuits,Lincoln,Nebraska,credit
00048239,09-11-2011,4008949,031.27,Water Sports,Kitesurfing,Nashville  ,Tennessee,credit
00048240,10-07-2011,4003441,189.76,Outdoor Recreation,Geocaching,Atlanta,Georgia,credit
00048241,01-06-2011,4007140,040.61,Water Sports,Towed Water Sports,Chattanooga,Tennessee,cash
00048242,01-08-2011,4007909,006.97,Winter Sports,Snowboarding,Columbia,Missouri,cash
00048243,01-17-2011,4007922,139.41,Puzzles,Jigsaw Puzzles,Sacramento,California,credit
00048244,04-24-2011,4001070,149.03,Outdoor Recreation,Fishing,Pittsburgh,Pennsylvania,credit
00048245,07-03-2011,4009520,020.37,Water Sports,Whitewater Rafting,Columbia,Missouri,cash
00048246,10-08-2011,4007960,023.56,Racquet Sports,Racquetball,Birmingham,Alabama,cash
00048247,12-14-2011,4007168,067.62,Team Sports,Field Hockey,Colorado Springs,Colorado,credit
00048248,06-22-2011,4002972,045.77,Water Sports,Bodyboarding,Kansas City,Missouri,cash
00048249,10-19-2011,4003512,079.34,Gymnastics,Gymnastics Mats,New Orleans,Louisiana,credit
00048250,09-17-2011,4002705,111.33,Combat Sports,Fencing,Kansas City,Kansas,credit
00048251,12-07-2011,4006023,018.24,Outdoor Recreation,Track & Field,Charleston,South Carolina,cash
00048252,03-13-2011,4008968,165.51,Indoor Games,Ping Pong,Columbia,South Carolina,credit
00048253,10-03-2011,4009768,068.32,Air Sports,Parachutes,Richmond  ,Virginia,credit
00048254,03-29-2011,4007056,114.29,Outdoor Play Equipment,Lawn Water Slides,Jacksonville ,Florida,credit
00048255,09-02-2011,4008166,059.47,Outdoor Recreation,Deck Shuffleboard,Jersey City,New Jersey,credit
00048256,08-18-2011,4007794,061.08,Exercise & Fitness,Weightlifting Belts,Cambridge,Massachusetts,credit
00048257,06-23-2011,4005610,105.48,Gymnastics,Balance Beams,Dayton,Ohio,credit
00048258,06-20-2011,4001984,099.62,Outdoor Recreation,Rock Climbing,Dayton,Ohio,credit
00048259,08-20-2011,4009160,168.95,Outdoor Play Equipment,Swing Sets,Denton,Texas,credit
00048260,08-11-2011,4005745,159.51,Gymnastics,Gymnastics Mats,Gilbert,Arizona,credit
00048261,12-14-2011,4005116,072.80,Outdoor Recreation,Cycling,Coral Springs,Florida,credit
00048262,04-20-2011,4006077,107.56,Games,Board Games,Berkeley,California,credit
00048263,06-25-2011,4003435,071.81,Exercise & Fitness,Free Weights,Salt Lake City,Utah,credit
00048264,11-14-2011,4005913,144.24,Winter Sports,Sledding,West Valley City,Utah,credit
00048265,07-15-2011,4000759,028.94,Water Sports,Life Jackets,Charlotte,North Carolina,cash
00048266,04-05-2011,4007210,148.30,Team Sports,Lacrosse,Phoenix,Arizona,credit
00048267,11-02-2011,4003363,181.32,Exercise & Fitness,Stopwatches,Anaheim,California,credit
00048268,04-08-2011,4002933,192.01,Exercise & Fitness,Abdominal Equipment,Springfield,Illinois,credit
00048269,04-22-2011,4004328,024.98,Winter Sports,Cross-Country Skiing,Overland Park,Kansas,cash
00048270,06-14-2011,4004411,026.23,Exercise & Fitness,Abdominal Equipment,Milwaukee,Wisconsin,cash
00048271,09-12-2011,4006773,148.78,Puzzles,Mechanical Puzzles,Columbia,Missouri,credit
00048272,03-01-2011,4005189,024.16,Team Sports,Baseball,Buffalo,New York,cash
00048273,12-03-2011,4002916,176.74,Dancing,Ballet Bars,Flint,Michigan,credit
00048274,01-07-2011,4006127,008.69,Exercise & Fitness,Weight Benches,Seattle,Washington,cash
00048275,04-08-2011,4007069,140.09,Exercise & Fitness,Foam Rollers,Bellevue,Washington,credit
00048276,06-28-2011,4007622,093.81,Gymnastics,Gymnastics Mats,Irvine,California,credit
00048277,10-02-2011,4003170,175.11,Combat Sports,Wrestling,Scottsdale,Arizona,credit
00048278,03-23-2011,4008408,021.64,Exercise & Fitness,Weightlifting Gloves,Newark,New Jersey,cash
00048279,02-11-2011,4007239,194.02,Exercise & Fitness,Foam Rollers,Centennial,Colorado,credit
00048280,08-01-2011,4000941,073.37,Team Sports,Curling,Charlotte,North Carolina,credit
00048281,10-28-2011,4003534,087.81,Games,Poker Chips & Sets,Irvine,California,credit
00048282,03-23-2011,4000797,013.71,Exercise & Fitness,Stopwatches,Seattle,Washington,cash
00048283,06-04-2011,4005799,178.05,Exercise & Fitness,Foam Rollers,San Antonio,Texas,credit
00048284,02-24-2011,4008892,155.52,Outdoor Play Equipment,Lawn Water Slides,New Orleans,Louisiana,credit
00048285,10-14-2011,4000481,013.53,Outdoor Recreation,Disc Golf,Newark,New Jersey,cash
00048286,03-06-2011,4006192,027.73,Outdoor Play Equipment,Sandboxes,Irvine,California,cash
00048287,06-09-2011,4008509,029.94,Water Sports,Bodyboarding,Irving,Texas,cash
00048288,02-17-2011,4005343,170.90,Outdoor Recreation,Equestrian,Anaheim,California,credit
00048289,02-02-2011,4003613,101.03,Outdoor Play Equipment,Water Tables,Lincoln,Nebraska,credit
00048290,01-02-2011,4001043,174.81,Racquet Sports,Squash,Louisville,Kentucky,credit
00048291,05-31-2011,4005059,028.47,Exercise & Fitness,Weightlifting Gloves,Centennial,Colorado,cash
00048292,03-29-2011,4006729,131.83,Team Sports,Hockey,Atlanta,Georgia,credit
00048293,06-20-2011,4004480,017.81,Outdoor Play Equipment,Sandboxes,Durham,North Carolina,cash
00048294,07-15-2011,4009578,126.04,Indoor Games,Foosball,McKinney,Texas,credit
00048295,01-27-2011,4002849,069.09,Water Sports,Bodyboarding,Gilbert,Arizona,credit
00048296,03-12-2011,4009244,188.63,Team Sports,Softball,Columbus,Ohio,credit
00048297,04-06-2011,4003978,039.63,Games,Dominoes,Plano,Texas,cash
00048298,04-30-2011,4009824,185.07,Jumping,Trampolines,Columbia,South Carolina,credit
00048299,02-02-2011,4000410,009.83,Exercise & Fitness,Weightlifting Machines,New Orleans,Louisiana,cash
00048300,06-26-2011,4000453,168.15,Winter Sports,Snowmobiling,Vancouver,Washington,credit
00048301,03-31-2011,4004347,103.56,Games,Dice Games,Pasadena,California,credit
00048302,08-01-2011,4002844,171.83,Exercise & Fitness,Exercise Bands,Cincinnati,Ohio,credit
00048303,01-10-2011,4005151,155.11,Combat Sports,Fencing,Pasadena,Texas,credit
00048304,08-20-2011,4008979,078.86,Indoor Games,Bowling,Birmingham,Alabama,credit
00048305,05-19-2011,4008524,068.77,Winter Sports,Snowshoeing,Westminster,Colorado,credit
00048306,12-18-2011,4006282,073.23,Water Sports,Wetsuits,Santa Ana,California,credit
00048307,01-30-2011,4008072,049.32,Combat Sports,Fencing,Jersey City,New Jersey,credit
00048308,06-13-2011,4001604,091.88,Team Sports,Baseball,Hampton  ,Virginia,credit
00048309,05-20-2011,4002916,075.24,Outdoor Recreation,Skating,Berkeley,California,credit
00048310,03-08-2011,4007878,010.70,Combat Sports,Boxing,Fremont,California,credit
00048311,03-18-2011,4000904,028.86,Outdoor Play Equipment,Slides,San Jose,California,credit
00048312,09-06-2011,4001692,124.37,Dancing,Ballet Bars,Newark,New Jersey,credit
00048313,01-21-2011,4008814,076.95,Winter Sports,Luge,Birmingham,Alabama,credit
00048314,03-18-2011,4005311,132.36,Outdoor Play Equipment,Sandboxes,San Jose,California,credit
00048315,05-30-2011,4005289,030.41,Outdoor Recreation,Archery,Stamford,Connecticut,credit
00048316,01-12-2011,4009280,188.85,Indoor Games,Ping Pong,Long Beach,California,credit
00048317,02-04-2011,4001381,011.70,Puzzles,Mechanical Puzzles,Indianapolis ,Indiana,credit
00048318,01-16-2011,4005772,103.63,Combat Sports,Boxing,Detroit,Michigan,credit
00048319,06-08-2011,4002567,049.64,Team Sports,Cricket,Austin,Texas,credit
00048320,12-25-2011,4003963,011.20,Water Sports,Whitewater Rafting,Charlotte,North Carolina,credit
00048321,06-29-2011,4009407,025.54,Indoor Games,Foosball,Boise,Idaho,credit
00048322,08-24-2011,4007535,160.40,Outdoor Recreation,Skating,Saint Paul,Minnesota,credit
00048323,10-23-2011,4004870,118.46,Outdoor Play Equipment,Swing Sets,Washington,District of Columbia,credit
00048324,04-26-2011,4009559,199.63,Indoor Games,Darts,Springfield,Illinois,credit
00048325,09-14-2011,4004437,130.49,Air Sports,Parachutes,Cambridge,Massachusetts,credit
00048326,07-29-2011,4008769,087.02,Outdoor Play Equipment,Outdoor Playsets,Oklahoma City,Oklahoma,credit
00048327,10-21-2011,4001308,069.76,Exercise & Fitness,Cardio Machine Accessories,Oklahoma City,Oklahoma,credit
00048328,08-12-2011,4002143,113.00,Combat Sports,Martial Arts,Houston,Texas,credit
00048329,06-14-2011,4005915,054.55,Indoor Games,Foosball,Flint,Michigan,credit
00048330,05-18-2011,4004041,048.65,Exercise & Fitness,Exercise Bands,Santa Ana,California,credit
00048331,11-22-2011,4008668,157.38,Winter Sports,Bobsledding,Nashville  ,Tennessee,credit
00048332,02-20-2011,4008290,143.83,Indoor Games,Bowling,Stamford,Connecticut,credit
00048333,06-11-2011,4001020,113.16,Water Sports,Wetsuits,Atlanta,Georgia,credit
00048334,06-17-2011,4002486,058.34,Outdoor Recreation,Rock Climbing,Kansas City,Kansas,credit
00048335,05-08-2011,4003906,064.76,Gymnastics,Springboards,New Orleans,Louisiana,credit
00048336,10-27-2011,4004469,039.53,Team Sports,Cricket,Phoenix,Arizona,credit
00048337,04-23-2011,4005742,156.64,Outdoor Recreation,Skating,Newark,New Jersey,credit
00048338,07-17-2011,4002726,098.08,Water Sports,Life Jackets,Kansas City,Kansas,credit
00048339,10-23-2011,4006275,008.62,Exercise & Fitness,Cardio Machine Accessories,Des Moines,Iowa,credit
00048340,11-16-2011,4000902,194.43,Indoor Games,Table Shuffleboard,Dallas,Texas,credit
00048341,09-02-2011,4000238,067.92,Exercise & Fitness,Cardio Machines,Columbia,South Carolina,credit
00048342,04-23-2011,4002525,066.51,Team Sports,Curling,Saint Paul,Minnesota,credit
00048343,02-09-2011,4005657,125.09,Puzzles,Mechanical Puzzles,West Valley City,Utah,credit
00048344,11-01-2011,4006612,080.80,Outdoor Recreation,Geocaching,St. Louis  ,Missouri,credit
00048345,09-25-2011,4002692,059.66,Indoor Games,Bowling,Cleveland,Ohio,credit
00048346,01-02-2011,4009931,076.97,Water Sports,Bodyboarding,Sunnyvale,California,credit
00048347,02-02-2011,4008164,022.91,Exercise & Fitness,Weight Benches,Stamford,Connecticut,cash
00048348,04-29-2011,4000870,187.99,Combat Sports,Martial Arts,Lincoln,Nebraska,credit
00048349,08-22-2011,4008978,089.63,Outdoor Recreation,Lawn Games,Brownsville,Texas,credit
00048350,01-04-2011,4003748,159.92,Puzzles,Jigsaw Puzzles,Clarksville,Tennessee,credit
00048351,12-28-2011,4008053,193.97,Dancing,Ballet Bars,Alexandria  ,Virginia,credit
00048352,01-12-2011,4004347,111.93,Team Sports,Baseball,Lexington,Kentucky,credit
00048353,08-13-2011,4003703,007.48,Water Sports,Boating,Charleston,South Carolina,cash
00048354,07-22-2011,4007444,177.31,Gymnastics,Gymnastics Mats,Dallas,Texas,credit
00048355,09-06-2011,4001954,103.85,Exercise & Fitness,Abdominal Equipment,Midland,Texas,credit
00048356,08-11-2011,4005017,185.13,Team Sports,Rugby,Colorado Springs,Colorado,credit
00048357,02-12-2011,4000198,105.78,Outdoor Recreation,Rock Climbing,Atlanta,Georgia,credit
00048358,08-11-2011,4001615,078.87,Exercise & Fitness,Exercise Bands,Dallas,Texas,credit
00048359,02-11-2011,4005442,179.82,Outdoor Recreation,Fishing,Sacramento,California,credit
00048360,03-21-2011,4004343,127.63,Team Sports,Softball,Indianapolis ,Indiana,credit
00048361,04-11-2011,4008607,056.81,Water Sports,Surfing,Brownsville,Texas,credit
00048362,01-18-2011,4007008,055.89,Combat Sports,Fencing,San Antonio,Texas,credit
00048363,07-23-2011,4008156,161.04,Team Sports,Lacrosse,Stamford,Connecticut,credit
00048364,07-20-2011,4003173,034.65,Outdoor Recreation,Tetherball,Paterson,New Jersey,cash
00048365,06-15-2011,4007268,186.07,Winter Sports,Sledding,Reno,Nevada,credit
00048366,11-20-2011,4002624,067.84,Exercise & Fitness,Free Weight Bars,Jackson,Mississippi,credit
00048367,06-19-2011,4001296,145.46,Team Sports,Hockey,Denton,Texas,credit
00048368,12-02-2011,4001625,188.89,Team Sports,Cricket,Tampa,Florida,credit
00048369,02-07-2011,4000987,042.20,Team Sports,Softball,Denton,Texas,cash
00048370,03-21-2011,4001725,190.00,Water Sports,Whitewater Rafting,Boston,Massachusetts,credit
00048371,04-04-2011,4008092,119.30,Exercise & Fitness,Medicine Balls,Buffalo,New York,credit
00048372,12-09-2011,4001047,038.18,Outdoor Play Equipment,Sandboxes,Orange,California,cash
00048373,12-06-2011,4003452,176.59,Team Sports,Team Handball,Baltimore,Maryland,credit
00048374,12-13-2011,4002383,041.80,Team Sports,Team Handball,Fremont,California,cash
00048375,01-29-2011,4007081,130.00,Exercise & Fitness,Yoga & Pilates,Lincoln,Nebraska,credit
00048376,11-17-2011,4004110,148.35,Outdoor Recreation,Rock Climbing,Dayton,Ohio,credit
00048377,02-15-2011,4005244,069.62,Winter Sports,Downhill Skiing,Charleston,South Carolina,credit
00048378,03-19-2011,4004463,076.33,Games,Dice & Dice Sets,Buffalo,New York,credit
00048379,03-29-2011,4001793,039.35,Indoor Games,Billiards,Long Beach,California,cash
00048380,08-03-2011,4000764,181.29,Winter Sports,Bobsledding,Cambridge,Massachusetts,credit
00048381,06-16-2011,4006465,103.91,Team Sports,Beach Volleyball,Irvine,California,credit
00048382,06-21-2011,4003627,044.47,Exercise & Fitness,Yoga & Pilates,Houston,Texas,cash
00048383,01-29-2011,4004044,183.06,Outdoor Recreation,Fishing,Boston,Massachusetts,credit
00048384,02-24-2011,4009717,154.44,Outdoor Recreation,Camping & Backpacking & Hiking,Durham,North Carolina,credit
00048385,03-05-2011,4001355,083.05,Indoor Games,Ping Pong,Columbia,Missouri,credit
00048386,01-01-2011,4006480,135.35,Exercise & Fitness,Free Weight Bars,Chattanooga,Tennessee,credit
00048387,01-26-2011,4001577,173.94,Jumping,Jumping Stilts,Minneapolis,Minnesota,credit
00048388,02-25-2011,4004985,125.34,Winter Sports,Downhill Skiing,Hampton  ,Virginia,credit
00048389,12-18-2011,4003144,112.50,Water Sports,Scuba Diving & Snorkeling,Bellevue,Washington,credit
00048390,06-02-2011,4002522,110.29,Exercise & Fitness,Weightlifting Gloves,Flint,Michigan,credit
00048391,04-10-2011,4002956,069.70,Outdoor Play Equipment,Playhouses,Bellevue,Washington,credit
00048392,06-24-2011,4001836,058.14,Exercise & Fitness,Jump Ropes,Miami,Florida,credit
00048393,08-28-2011,4003300,022.18,Outdoor Play Equipment,Swing Sets,San Francisco,California,cash
00048394,03-27-2011,4003806,192.18,Exercise & Fitness,Abdominal Equipment,St. Petersburg,Florida,credit
00048395,08-16-2011,4001426,052.18,Games,Board Games,St. Louis  ,Missouri,credit
00048396,01-27-2011,4006193,058.65,Outdoor Play Equipment,Outdoor Playsets,Midland,Texas,credit
00048397,01-28-2011,4007108,113.11,Jumping,Trampoline Accessories,Vancouver,Washington,credit
00048398,06-15-2011,4004828,030.51,Games,Board Games,Louisville,Kentucky,cash
00048399,02-25-2011,4002538,103.35,Gymnastics,Balance Beams,Indianapolis ,Indiana,credit
00048400,12-13-2011,4003890,185.12,Exercise & Fitness,Weightlifting Machine Accessories,Everett,Washington,credit
00048401,01-25-2011,4008933,188.05,Games,Dice Games,Cleveland,Ohio,credit
00048402,03-17-2011,4002600,128.92,Outdoor Recreation,Disc Golf,San Diego,California,credit
00048403,12-04-2011,4001931,023.77,Water Sports,Whitewater Rafting,Orlando,Florida,credit
00048404,03-04-2011,4007103,018.59,Outdoor Play Equipment,Lawn Water Slides,Honolulu  ,Hawaii,credit
00048405,11-09-2011,4005379,148.40,Games,Dice & Dice Sets,Overland Park,Kansas,credit
00048406,04-02-2011,4004806,157.63,Gymnastics,Gymnastics Rings,Anaheim,California,credit
00048407,06-22-2011,4002654,127.57,Gymnastics,Gymnastics Rings,Houston,Texas,credit
00048408,12-22-2011,4002107,134.45,Outdoor Recreation,Fishing,Denver  ,Colorado,credit
00048409,10-09-2011,4003174,117.32,Outdoor Recreation,Running,Springfield,Illinois,credit
00048410,12-30-2011,4009498,161.97,Outdoor Recreation,Shooting Games,Phoenix,Arizona,credit
00048411,05-03-2011,4004214,163.15,Indoor Games,Billiards,Vancouver,Washington,credit
00048412,09-03-2011,4005121,025.80,Air Sports,Parachutes,Seattle,Washington,credit
00048413,10-20-2011,4005703,190.60,Team Sports,Softball,Long Beach,California,credit
00048414,06-15-2011,4004005,141.08,Games,Bingo Sets,Buffalo,New York,credit
00048415,10-22-2011,4004408,151.28,Team Sports,Lacrosse,Columbia,Missouri,credit
00048416,02-14-2011,4000616,114.24,Outdoor Recreation,Camping & Backpacking & Hiking,Coral Springs,Florida,credit
00048417,09-27-2011,4008838,164.38,Jumping,Trampoline Accessories,Oklahoma City,Oklahoma,credit
00048418,12-09-2011,4001817,196.52,Water Sports,Kitesurfing,Austin,Texas,credit
00048419,02-04-2011,4008349,062.96,Racquet Sports,Racquetball,Washington,District of Columbia,credit
00048420,10-06-2011,4005347,104.67,Outdoor Recreation,Running,Salem,Oregon,credit
00048421,04-14-2011,4006383,085.14,Water Sports,Bodyboarding,Lincoln,Nebraska,credit
00048422,02-04-2011,4001410,140.92,Outdoor Recreation,Camping & Backpacking & Hiking,Baltimore,Maryland,credit
00048423,09-11-2011,4000048,145.94,Games,Portable Electronic Games,Boise,Idaho,credit
00048424,06-13-2011,4007538,012.94,Indoor Games,Table Shuffleboard,Charleston,South Carolina,credit
00048425,02-22-2011,4006463,094.53,Games,Board Games,Scottsdale,Arizona,credit
00048426,12-27-2011,4008062,099.51,Team Sports,Field Hockey,Clarksville,Tennessee,credit
00048427,07-25-2011,4009349,169.29,Outdoor Recreation,Geocaching,Berkeley,California,credit
00048428,12-04-2011,4005371,093.59,Outdoor Recreation,Shooting Games,Oklahoma City,Oklahoma,credit
00048429,02-16-2011,4002297,012.63,Team Sports,Beach Volleyball,Lincoln,Nebraska,credit
00048430,07-21-2011,4003007,144.92,Water Sports,Boating,St. Louis  ,Missouri,credit
00048431,04-14-2011,4005781,071.88,Puzzles,Jigsaw Puzzles,Berkeley,California,credit
00048432,04-02-2011,4009738,033.96,Air Sports,Air Suits,El Paso,Texas,credit
00048433,02-09-2011,4002857,155.07,Team Sports,Beach Volleyball,Kansas City,Kansas,credit
00048434,08-31-2011,4006386,050.69,Games,Dice & Dice Sets,Washington,District of Columbia,credit
